engine,model_key,run_dir,native_output_tokens,char_count,word_count,native_tokens_per_char,native_tokens_per_word
lvtc,distilgpt2,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T162616Z_a-research-vessel-recovered-a-tr,271,123,24,2.203252032520325,11.291666666666666
srpf,distilgpt2,outputs\suite_20260404T090445Z_factorial\srpf_20260404T162626Z_a-research-vessel-recovered-a-tr,267,8,4,33.375,66.75
rtsm,gpt2,outputs\suite_20260404T090445Z_factorial\rtsm_20260404T162637Z_a-research-vessel-recovered-a-tr,538,2933,442,0.18342993521991136,1.2171945701357465
agc,gpt2,outputs\suite_20260404T090445Z_factorial\agc_20260404T162702Z_a-research-vessel-recovered-a-tr,235,553,99,0.42495479204339964,2.3737373737373737
lvtc,gpt2,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T162734Z_a-research-vessel-recovered-a-tr,336,602,109,0.5581395348837209,3.0825688073394497
srpf,gpt2,outputs\suite_20260404T090445Z_factorial\srpf_20260404T162758Z_a-research-vessel-recovered-a-tr,131,584,94,0.2243150684931507,1.3936170212765957
rtsm,qwen2.5-0.5b-instruct,outputs\suite_20260404T090445Z_factorial\rtsm_20260404T162831Z_a-research-vessel-recovered-a-tr,541,2973,440,0.18197107299024554,1.2295454545454545
agc,qwen2.5-0.5b-instruct,outputs\suite_20260404T090445Z_factorial\agc_20260404T162943Z_a-research-vessel-recovered-a-tr,337,615,85,0.5479674796747968,3.9647058823529413
lvtc,qwen2.5-0.5b-instruct,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T163133Z_a-research-vessel-recovered-a-tr,333,766,104,0.4347258485639687,3.201923076923077
srpf,qwen2.5-0.5b-instruct,outputs\suite_20260404T090445Z_factorial\srpf_20260404T163246Z_a-research-vessel-recovered-a-tr,442,851,110,0.5193889541715628,4.0181818181818185
