suite_dir,run_dir,engine,model_key,prompt_index,prompt_text,replicate_index,run_seed,final_step,char_count,word_count,type_token_ratio,mattr_50,mtld,hapax_ratio,word_entropy_bits,char_entropy_bits,distinct_1,distinct_2,distinct_3,repeated_bigram_fraction,repeated_trigram_fraction,repeated_4gram_fraction,prompt_tfidf_cosine,previous_step_tfidf_cosine,prompt_lexical_overlap,sentence_count,avg_sentence_length_words,avg_syllables_per_word,flesch_reading_ease,flesch_kincaid_grade,gunning_fog,native_input_tokens,native_new_tokens,native_output_tokens,native_context_limit,native_prompt_truncated,native_requested_max_new_tokens,native_effective_max_new_tokens
/mnt/data/inspect_outputs/outputs/suite_20260404T041733Z_factorial,/mnt/data/inspect_outputs/outputs/suite_20260404T041733Z_factorial/rtsm_20260404T042907Z_a-forgotten-machine-beneath-the,rtsm,qwen2.5-0.5b-instruct,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",1,1020,5,2358,351,0.6951566951566952,0.8888741721854304,233.62866129629106,0.5954415954415955,7.493576216601902,4.251763942984665,0.6951566951566952,0.9828571428571429,0.997134670487106,0.017142857142857126,0.002865329512893977,0.0,0.2639041066911763,0.8853564504518789,1.0,18.0,19.5,1.8233618233618234,32.78608974358977,13.53066951566952,16.916809116809116,363,96,459,32768,False,96,96
/mnt/data/inspect_outputs/outputs/suite_20260404T041733Z_factorial,/mnt/data/inspect_outputs/outputs/suite_20260404T041733Z_factorial/agc_20260404T042959Z_a-forgotten-machine-beneath-the,agc,qwen2.5-0.5b-instruct,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",1,1021,3,253,36,0.8888888888888888,0.8888888888888888,90.71999999999997,0.8333333333333334,4.892147223664534,4.281061799379964,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.03311266336526372,0.15397107496897378,0.043478260869565216,2.0,18.0,2.0,19.36500000000001,15.030000000000001,19.422222222222224,210,47,257,32768,False,120,120
/mnt/data/inspect_outputs/outputs/suite_20260404T041733Z_factorial,/mnt/data/inspect_outputs/outputs/suite_20260404T041733Z_factorial/lvtc_20260404T043114Z_a-forgotten-machine-beneath-the,lvtc,qwen2.5-0.5b-instruct,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",1,1022,4,721,96,0.8854166666666666,0.9459574468085107,234.58909090909086,0.8020833333333334,6.327099089240287,4.422942809157357,0.8854166666666666,1.0,1.0,0.0,0.0,0.0,0.041779682365325296,0.0827726787412219,0.21739130434782608,12.0,8.0,2.0416666666666665,25.990000000000038,11.621666666666666,17.36666666666667,147,128,275,32768,False,128,128
/mnt/data/inspect_outputs/outputs/suite_20260404T041733Z_factorial,/mnt/data/inspect_outputs/outputs/suite_20260404T041733Z_factorial/srpf_20260404T043210Z_a-forgotten-machine-beneath-the,srpf,qwen2.5-0.5b-instruct,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",1,1023,4,857,134,0.8955223880597015,0.9515294117647058,359.1200000000001,0.8432835820895522,6.789078627183415,4.294712996699944,0.8955223880597015,0.9924812030075187,1.0,0.007518796992481258,0.0,0.0,0.06156422900159881,0.18087465869959612,0.34782608695652173,8.0,16.75,1.6343283582089552,51.56957089552242,10.227574626865671,11.774626865671642,378,160,538,32768,False,160,160
/mnt/data/inspect_outputs/outputs/suite_20260404T041733Z_factorial,/mnt/data/inspect_outputs/outputs/suite_20260404T041733Z_factorial/rtsm_20260404T043448Z_a-forgotten-machine-beneath-the,rtsm,distilgpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",2,1024,5,2054,324,0.8827160493827161,0.9621090909090908,773.5073684210529,0.7993827160493827,8.072475958183727,4.401854578797135,0.8827160493827161,1.0,1.0,0.0,0.0,0.0,0.2077709409509955,0.9436665062476285,1.0,13.0,24.923076923076923,1.6450617283950617,42.365854700854726,13.541728395061728,16.142070275403608,374,30,404,1024,False,96,96
/mnt/data/inspect_outputs/outputs/suite_20260404T041733Z_factorial,/mnt/data/inspect_outputs/outputs/suite_20260404T041733Z_factorial/agc_20260404T043459Z_a-forgotten-machine-beneath-the,agc,distilgpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",2,1025,3,495,73,0.9726027397260274,0.9841666666666667,746.0600000000002,0.9452054794520548,6.135030038332072,4.361115242894758,0.9726027397260274,1.0,1.0,0.0,0.0,0.0,0.006005276007764963,0.026625344109926518,0.043478260869565216,3.0,24.333333333333332,1.904109589041096,21.04899543378997,16.368493150684937,21.788127853881278,209,85,294,1024,False,120,120
/mnt/data/inspect_outputs/outputs/suite_20260404T041733Z_factorial,/mnt/data/inspect_outputs/outputs/suite_20260404T041733Z_factorial/lvtc_20260404T043524Z_a-forgotten-machine-beneath-the,lvtc,distilgpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",2,1026,4,1281,209,0.6746411483253588,0.8881249999999999,154.80167737605353,0.4688995215311005,6.933318761215728,4.577709679676183,0.6746411483253588,0.8365384615384616,0.8405797101449275,0.16346153846153844,0.1594202898550725,0.15533980582524276,0.031083409769008443,0.9261202475742166,0.2608695652173913,10.0,20.9,1.5885167464114833,51.23298325358854,11.305497607655504,14.675789473684212,284,1,285,1024,False,128,128
/mnt/data/inspect_outputs/outputs/suite_20260404T041733Z_factorial,/mnt/data/inspect_outputs/outputs/suite_20260404T041733Z_factorial/srpf_20260404T043533Z_a-forgotten-machine-beneath-the,srpf,distilgpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",2,1027,4,469,1,1.0,1.0,1.0,1.0,-0.0,3.29344474973322,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,205.82000000000002,-15.2,0.4,375,160,535,1024,False,160,160
/mnt/data/inspect_outputs/outputs/suite_20260404T041733Z_factorial,/mnt/data/inspect_outputs/outputs/suite_20260404T041733Z_factorial/rtsm_20260404T043558Z_a-forgotten-machine-beneath-the,rtsm,gpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",2,1028,5,2551,398,0.8944723618090452,0.9824068767908309,1056.0266666666666,0.8065326633165829,8.411060707199887,4.548316674768179,0.8944723618090452,1.0,1.0,0.0,0.0,0.0,0.18082739888533958,0.8582381485989456,1.0,14.0,28.428571428571427,1.6633165829145728,37.263417085427164,15.124278535534817,18.0045944005743,419,96,515,1024,False,96,96
/mnt/data/inspect_outputs/outputs/suite_20260404T041733Z_factorial,/mnt/data/inspect_outputs/outputs/suite_20260404T041733Z_factorial/agc_20260404T043619Z_a-forgotten-machine-beneath-the,agc,gpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",2,1029,3,613,91,0.989010989010989,0.9995238095238095,2318.6800000000085,0.978021978021978,6.485816618220675,4.320017598744376,0.989010989010989,1.0,1.0,0.0,0.0,0.0,0.051876091419344544,0.0050419951908751105,0.30434782608695654,3.0,30.333333333333332,1.8021978021978022,23.58073260073263,17.505934065934067,20.92454212454213,206,108,314,1024,False,120,120
/mnt/data/inspect_outputs/outputs/suite_20260404T041733Z_factorial,/mnt/data/inspect_outputs/outputs/suite_20260404T041733Z_factorial/lvtc_20260404T043649Z_a-forgotten-machine-beneath-the,lvtc,gpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",2,1030,4,584,94,0.9787234042553191,0.9933333333333334,1237.0399999999981,0.9574468085106383,6.512035660188276,4.586474008633876,0.9787234042553191,1.0,1.0,0.0,0.0,0.0,0.02159264080056698,0.017764121727670085,0.13043478260869565,6.0,15.666666666666666,1.4574468085106382,67.63333333333335,7.717872340425533,9.670921985815603,205,128,333,1024,False,128,128
/mnt/data/inspect_outputs/outputs/suite_20260404T041733Z_factorial,/mnt/data/inspect_outputs/outputs/suite_20260404T041733Z_factorial/srpf_20260404T043711Z_a-forgotten-machine-beneath-the,srpf,gpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",2,1031,4,692,111,0.963963963963964,0.9945161290322581,862.4700000000009,0.9369369369369369,6.715543005970256,4.37627956812451,0.963963963963964,1.0,1.0,0.0,0.0,0.0,0.004766984389393023,0.024832107555389865,0.043478260869565216,2.0,55.5,1.6126126126126126,14.075472972972989,25.083828828828832,27.965765765765767,863,137,1000,1024,True,160,160
/mnt/data/inspect_outputs/outputs/suite_20260404T041733Z_factorial,/mnt/data/inspect_outputs/outputs/suite_20260404T041733Z_factorial/rtsm_20260404T043738Z_a-forgotten-machine-beneath-the,rtsm,qwen2.5-0.5b-instruct,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",2,1032,5,1676,264,0.7196969696969697,0.8874418604651163,264.0,0.6022727272727273,7.179293467250268,4.301159801205896,0.7196969696969697,0.9885931558935361,1.0,0.011406844106463865,0.0,0.0,0.2954542325075812,0.9839932155624038,1.0,13.0,20.307692307692307,1.6666666666666667,45.22269230769231,11.996666666666666,15.244289044289046,337,14,351,32768,False,96,96
/mnt/data/inspect_outputs/outputs/suite_20260404T041733Z_factorial,/mnt/data/inspect_outputs/outputs/suite_20260404T041733Z_factorial/agc_20260404T043817Z_a-forgotten-machine-beneath-the,agc,qwen2.5-0.5b-instruct,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",2,1033,3,665,96,0.8541666666666666,0.9306382978723404,184.32,0.7708333333333334,6.2057294595069195,4.324228303432979,0.8541666666666666,1.0,1.0,0.0,0.0,0.0,0.07628554434411731,0.1584520648325163,0.2608695652173913,2.0,48.0,1.7708333333333333,8.302500000000038,24.025833333333328,27.116666666666664,112,116,228,32768,False,120,120
/mnt/data/inspect_outputs/outputs/suite_20260404T041733Z_factorial,/mnt/data/inspect_outputs/outputs/suite_20260404T041733Z_factorial/lvtc_20260404T043916Z_a-forgotten-machine-beneath-the,lvtc,qwen2.5-0.5b-instruct,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",2,1034,4,678,100,0.85,0.9427450980392157,186.66666666666669,0.75,6.287759785030357,4.491962350663304,0.85,1.0,1.0,0.0,0.0,0.0,0.024034752210174128,0.1520713015261009,0.043478260869565216,7.0,14.285714285714286,1.72,46.82300000000001,10.277428571428572,15.714285714285715,137,128,265,32768,False,128,128
/mnt/data/inspect_outputs/outputs/suite_20260404T041733Z_factorial,/mnt/data/inspect_outputs/outputs/suite_20260404T041733Z_factorial/srpf_20260404T044007Z_a-forgotten-machine-beneath-the,srpf,qwen2.5-0.5b-instruct,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",2,1035,4,639,107,0.8130841121495327,0.8675862068965517,160.286,0.7570093457943925,6.119697593756466,4.220700023730654,0.8130841121495327,1.0,1.0,0.0,0.0,0.0,0.06811222255724945,0.3409332955136586,0.21739130434782608,5.0,21.4,1.5981308411214954,49.912130841121495,11.613943925233649,14.541308411214954,376,129,505,32768,False,160,160
/mnt/data/inspect_outputs/outputs/suite_20260404T041733Z_factorial,/mnt/data/inspect_outputs/outputs/suite_20260404T041733Z_factorial/rtsm_20260404T044244Z_a-forgotten-machine-beneath-the,rtsm,distilgpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",3,1036,5,3126,500,0.472,0.9764966740576496,414.52044311086865,0.03,7.817506353687252,4.413965602795225,0.472,0.5230460921843687,0.5240963855421686,0.4769539078156313,0.47590361445783136,0.47484909456740443,0.23734500700246375,0.9785280613357025,1.0,14.0,35.714285714285715,1.536,40.63940000000002,16.46337142857143,19.56571428571429,309,1,310,1024,False,96,96
/mnt/data/inspect_outputs/outputs/suite_20260404T041733Z_factorial,/mnt/data/inspect_outputs/outputs/suite_20260404T041733Z_factorial/agc_20260404T044253Z_a-forgotten-machine-beneath-the,agc,distilgpt2,0,"A forgotten machine beneath the sea continued speaking long after its makers were gone. Each repetition made its message stranger, denser, and more self-aware.",3,1037,3,31,4,1.0,1.0,4.0,1.0,2.0,3.9535656649464275,1.0,1.0,1.0,0.0,0.0,0.0,0.028496785129116957,0.0,0.043478260869565216,1.0,4.0,1.75,54.72500000000002,6.620000000000001,11.600000000000001,89,9,98,1024,False,120,120
